title,overview,genres,release_date,duration,popularity,vote_average,adult
Night at the Museum,"Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits. Larry tries desperately to keep the museum under control, but he's fighting a losing battle until President Teddy Roosevelt comes to the rescue.","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",20-10-06,108,16.661966,6.4,FALSE
Ice Age: The Meltdown,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",23-03-06,91,16.646029,6.5,FALSE
Badlands,"Dramatization of the Starkweather-Fugate killing spree of the 1950s, in which a teenage girl and her twenty-something boyfriend slaughtered her entire family and several others in the Dakota badlands.","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",15-10-73,94,16.641976,7.5,FALSE
The Omen,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesnâ€™t know is that their new son is the son of the devil. A classic horror film with Gregory Peck from 1976.","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",06-06-76,111,16.641277,7.2,FALSE
Die Hard,"NYPD cop, John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",15-07-88,131,16.640522,7.5,FALSE
Coraline,"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",05-02-09,100,16.639915,7.3,FALSE
Law Abiding Citizen,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",15-10-09,109,16.639047,7.2,FALSE
Basic Instinct,"A police detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved.","[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",20-03-92,127,16.628427,6.5,FALSE
Saw: The Final Chapter,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.","[{'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]",21-10-10,90,16.626655,5.8,FALSE
Prometheus,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.","[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]",30-05-12,124,16.624854,6.3,FALSE
The Princess and the Frog,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to do face the same problem after she kisses him.","[{'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}]",08-12-09,97,16.616517,6.7,FALSE
Jaws 3-D,"This third film in the series follows a group of marine biologists attempting to capture a young great white shark that has wandered into Florida's Sea World Park. However, later it is discovered that the shark's 35-foot mother is also a guest at Sea World. What follows is the shark wreaking havoc on the visitors in the park.","[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",16-03-83,99,16.603041,4.2,FALSE
Tron,"As Kevin Flynn searches for proof that he invented a hit video game, he is ""digitalized"" by a laser and finds himself inside The Grid, where programs suffer under the tyrannical rule of the Master Control Program. With the help of TRON, a security program, Flynn seeks to free The Grid from the MCP.","[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",09-07-82,96,16.574021,6.6,FALSE
Watchmen,"In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered, an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger.","[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",05-03-09,163,16.551503,7,FALSE
The Shrine,"A group of young journalists investigate a cult said to practice human sacrifice, but their ambitious ways may lead them to becoming the cult's next victims.","[{'id': 27, 'name': 'Horror'}]",14-10-10,85,16.544322,5.8,FALSE
Ballerina,"Set in 1879 Paris. An orphan girl dreams of becoming a ballerina and flees her rural Brittany for Paris, where she passes for someone else and accedes to the position of pupil at the Grand Opera house.","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",14-12-16,89,16.53732,7.1,FALSE
Open Range,A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.,"[{'id': 37, 'name': 'Western'}]",29-08-03,139,16.532577,7,FALSE
Resident Evil: Damnation,"U.S. federal agent Leon S. Kennedy sneaks into the ""East Slavic Republic"" to verify rumors that Bio-Organic Weapons (BOWs) are being used in the country's civil war, which the U.S. and Russia are making preparations to jointly intervene in. Right after his infiltration, the U.S. government orders him to leave immediately. Determined to uncover the truth, Leon ignores the order and enters the battlefield to end the chain of tragedies caused by the BOWs.","[{'id': 16, 'name': 'Animation'}]",25-09-12,100,16.532373,6.3,FALSE
Velvet Goldmine,"Almost a decade has elapsed since Bowiesque glam-rock superstar Brian Slade staged his own death and escaped the spotlight of the London scene.  Now, investigative journalist Arthur Stuart is on assignment to uncover the truth of the enigmatic Slade's rise and fall.  Stuart, himself forged by the music of the 1970s, explores the larger-than-life stars who were once his idols and what has become of them since the turn of the new decade.","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",23-10-98,119,16.5293,6.9,FALSE
Captain Fantastic,A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",02-07-16,119,16.519276,7.9,FALSE
Terminator Salvation,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",20-05-09,115,16.507496,5.9,FALSE
12 Angry Men,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.","[{'id': 18, 'name': 'Drama'}]",25-03-57,96,16.503959,8.2,FALSE
Alice in Wonderland,"On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!","[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",03-07-51,75,16.488937,7,FALSE
American Hustle,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",12-12-13,138,16.478036,6.8,FALSE
War Dogs,"Based on the true story of two young men, David Packouz and Efraim Diveroli, who won a $300 million contract from the Pentagon to arm America's allies in Afghanistan.","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",17-08-16,114,16.453573,6.8,FALSE
Wild Card,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last playâ€¦ and it's all or nothing.","[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",14-01-15,92,16.451228,5.4,FALSE
Total Recall,"Welcome to Rekall, the company that can turn your dreams into real memories. For a factory worker named Douglas Quaid, even though he's got a beautiful wife who he loves, the mind-trip sounds like the perfect vacation from his frustrating life - real memories of life as a super-spy might be just what he needs. But when the procedure goes horribly wrong, Quaid becomes a hunted man. Finding himself on the run from the police - controlled by Chancellor Cohaagen, the leader of the free world - Quaid teams up with a rebel fighter to find the head of the underground resistance and stop Cohaagen. The line between fantasy and reality gets blurred and the fate of his world hangs in the balance as Quaid discovers his true identity, his true love, and his true fate.","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",02-08-12,121,16.42635,5.8,FALSE
The Hobbit,"Bilbo Baggins the Hobbit was just minding his own business, when his occasional visitor Gandalf the Wizard drops in one night. One by one, a whole group of dwarves drop in, and before he knows it, Bilbo has joined their quest to reclaim their kingdom, taken from them by the evil dragon Smaug. The only problem is that Gandalf has told the dwarves that Bilbo is an expert burglar, but he isn't...","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",27-11-77,77,16.425868,6,FALSE
The Lego Movie,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from gluing the universe together.","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",06-02-14,100,16.418133,7.5,FALSE
Jackie Brown,"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a planâ€”with help from a bail bondsmanâ€”to keep the money for herself. Based on Elmore Leonard's novel â€œRum Punchâ€.","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",24-12-97,154,16.415498,7.3,FALSE
Ghostbusters II,"Five years after they defeated Gozer, the Ghostbusters are out of business. When Dana begins to have ghost problems again, the boys come out of retirement to aid her and hopefully save New York City from a new paranormal threat.","[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",15-06-89,108,16.414239,6.3,FALSE
The Shack,"After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever.","[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",03-03-17,132,16.392712,6.9,FALSE
